SpeciesName,Genus,Family,Order,Authority,Year,TaxonomicReview,N_authors,N.Countries,Log10BodyMass_g,SppRichPerGenus,Morphometrics,Osteology,Dentition,InternalAnatomy,ShapeDescription,Trichology,Coloration,Karyotype,Molecular,MolMethod,N.Genes,N.Specimens,TaxaComparedExamined,TaxaCompared,N.Pages,N_evidencesI,N_evidencesII
Calomys chinchilico,Calomys,Cricetidae,Rodentia,"Zeballos, Palma, Marquet, & Ceballos, 2014",2014,1,4,3,1.23044892137827,17,5,16,1,0,0,0,1,0,1,mtDNA,1,22,6,13,4,24,5
Casinycteris campomaanensis,Casinycteris,Pteropodidae,Chiroptera,Hassanin,2014,0,1,1,1.69019608002851,2,17,15,1,0,1,0,1,0,1,mtDNA,1,1,5,0,4.2,36,6
Cerradomys akroai,Cerradomys,Cricetidae,Rodentia,"Bonvicino, Casado, & Weksler, 2014",2014,0,3,1,,7,5,18,1,0,1,0,1,1,1,mtDNA,1,12,7,7,7.5,28,7
Chiromyscus thomasi,Chiromyscus,Muridae,Rodentia,"Balakirev, Abramov, & Rozhnov",2014,1,3,1,,2,0,20,1,0,1,0,1,0,1,MultiLoci,4,5,3,3,17.35,27,5
Crocidura abscondita,Crocidura,Soricidae,Eulipotyphla,"Esselstyn, Achmadi, & Maharadatunkamsi",2014,0,3,2,0.8750612633917,189,0,11,1,0,1,0,1,0,1,mtDNA,1,4,5,5,4.75,15,5
Cryptotis lacandonensis,Cryptotis,Soricidae,Eulipotyphla,"Guevara, SÃ¡nchez-Cordero, LeÃ³n-Paniagua, & Woodman",2014,0,4,2,,41,2,15,1,0,1,0,1,0,1,mtDNA,1,2,6,0,8.4,21,6
Cryptotis niausa,Cryptotis,Soricidae,Eulipotyphla,Moreno CÃ¡rdenas & Albuja,2014,0,2,1,,41,3,18,1,0,1,0,1,0,0,,0,24,3,3,11.5,24,5
Ctenomys andersoni,Ctenomys,Ctenomyidae,Rodentia,"S. L. Gardner, Salazar-Bravo, & Cook",2014,0,3,1,2.55630250076729,62,4,16,1,0,0,0,1,1,1,mtDNA,1,28,,8,6.375,24,6
Ctenomys erikacuellarae,Ctenomys,Ctenomyidae,Rodentia,"S. L. Gardner, Salazar-Bravo, & Cook",2014,0,3,1,2.5910646070265,62,4,16,1,0,0,0,1,1,1,mtDNA,1,76,,5,6.375,24,6
Ctenomys lessai,Ctenomys,Ctenomyidae,Rodentia,"S. L. Gardner, Salazar-Bravo, & Cook",2014,0,3,1,2.23044892137827,62,4,16,1,0,0,0,1,1,0,,0,8,,6,6.375,23,5
Ctenomys yatesi,Ctenomys,Ctenomyidae,Rodentia,"S. L. Gardner, Salazar-Bravo, & Cook",2014,0,3,1,2.02118929906994,62,4,16,1,0,0,0,1,0,1,mtDNA,1,3,,7,6.375,23,5
Delomys altimontanus,Delomys,Cricetidae,Rodentia,"P. R. Gonçalves & J. A. Oliveira, 2014",2014,0,2,1,,2,4,14,1,0,1,0,1,1,1,mtDNA,1,31,2,3,13.75,23,7
Eumops chiribaya,Eumops,Molossidae,Chiroptera,"Medina, Gregorin, Zeballos, Zamora, & Moras",2014,0,5,2,1.30749603791321,15,4,13,1,0,1,0,1,0,1,mtDNA,1,1,12,8,9.45,21,6
Peromyscus carletoni,Peromyscus,Cricetidae,Rodentia,"R. D. Bradley, OrdÃ³Ã±ez-Garza, Sotero-Caio, Huynh, Kilpatrick, IÃ±iguez-DÃ¡valos, & Schmidly",2014,0,7,2,,74,3,19,1,0,1,0,1,1,1,mtDNA,1,32,1,5,4.75,27,7
Hypsugo dolichodon,Hypsugo,Vespertilionidae,Chiroptera,"GÃ¶rfÃ¶l, Csorba, Eger, Nguyen Truong Son, & Francis",2014,0,5,3,,16,3,15,1,0,1,0,1,0,0,,0,4,9,1,6.8,21,5
Inia araguaiaensis,Inia,Iniidae,Artiodactyla,"Hrbek, V. M. F. Silva, Dutra, Gravena, A. R. Martin, & Farias, 2014",2014,0,6,2,,3,0,3,1,0,0,0,0,0,1,mtDNA,2,3,2,2,7,6,3
Lutreolina massoia,Lutreolina,Didelphidae,Didelphimorphia,"Martínez-Lanfranco, Flores, Jayat, & D'Elía, 2014",2014,1,4,3,2.45331834004704,1,4,9,1,0,0,0,1,0,1,mtDNA,1,14,2,2,,16,5
Macroscelides micus,Macroscelides,Macroscelididae,Macroscelidea,"Dumbacher & Rathbun, 2014",2014,0,2,2,1.43136376415899,2,5,10,0,0,0,0,1,0,1,MultiLoci,4,16,2,2,7.5,20,4
Marmosops ojastii,Marmosops,Didelphidae,Didelphimorphia,"F. J. García, Sánchez-Hernández, & Semedo, 2014",2014,0,3,2,,16,4,12,1,0,1,0,1,0,0,,0,7,4,6,10.5,19,5
Miniopterus maghrebensis,Miniopterus,Miniopteridae,Chiroptera,"Puechmaille, Allegrini, Benda, GÃ¼rÃ¼n, Å rÃ¡mek, IbaÃ±ez, Juste, & Bilgin",2014,0,8,6,,36,3,13,1,0,1,0,1,0,1,"mtDNA, Microsatellite",4,,1,1,9.1,23,6
Musseromys anacuao,Musseromys,Muridae,Rodentia,"Heaney, Balete, Rickart, Veluz, & Jansa, 2014",2014,0,5,2,1.32221929473392,3,5,18,1,0,0,0,1,0,1,mtDNA,1,3,3,3,6.58,26,5
Musseromys beneficus,Musseromys,Muridae,Rodentia,"Heaney, Balete, Rickart, Veluz, & Jansa, 2014",2014,0,5,2,1.34242268082221,3,5,18,1,0,0,0,1,0,1,mtDNA,1,3,3,3,6.58,26,5
Musseromys inopinatus,Musseromys,Muridae,Rodentia,"Heaney, Balete, Rickart, Veluz, & Jansa, 2014",2014,0,5,2,1.29003461136252,3,5,18,1,0,0,0,1,0,1,mtDNA,1,5,3,3,6.58,26,5
Myotis midastactus,Myotis,Vespertilionidae,Chiroptera,Moratelli & D. E. Wilson,2014,0,2,2,,122,5,16,1,0,1,0,1,0,0,,0,28,2,6,4.1,24,5
Ozimops halli,Ozimops,Molossidae,Chiroptera,"(Reardon, McKenzie, & M. Adams, 2014)",2014,0,3,1,,8,12,11,1,0,0,0,1,0,1,mtDNA,1,10,6,2,3.25,26,5
Ozimops kitcheneri,Ozimops,Molossidae,Chiroptera,"(Reardon, McKenzie, & M. Adams, 2014)",2014,0,3,1,,8,12,11,1,0,0,0,1,0,1,mtDNA,1,17,6,1,3.25,26,5
Ozimops lumsdenae,Ozimops,Molossidae,Chiroptera,"(Reardon, McKenzie, & M. Adams, 2014)",2014,0,3,1,,8,12,11,1,0,0,0,1,0,1,mtDNA,1,142,6,4,3.25,26,5
Platyrrhinus guianensis,Platyrrhinus,Phyllostomidae,Chiroptera,Velazco & B. K. Lim,2014,0,2,2,1.17609125905568,18,3,11,1,0,1,0,1,0,1,MultiLoci,5,36,7,8,13.2,22,6
Phyllotis pearsoni,Phyllotis,Cricetidae,Rodentia,"Pacheco, Rengifo, & Vivas",2014,0,3,1,1.77085201164214,20,3,20,1,0,1,0,1,1,0,,0,52,5,5,13,27,6
Pithecia cazuzai,Pithecia,Pitheciidae,Primates,"Marsh, 2014",2014,1,1,1,3.50514997831991,12,4,10,0,0,0,0,1,0,0,,0,3,24,11,7.5,15,3
Pithecia isabela,Pithecia,Pitheciidae,Primates,"Marsh, 2014",2014,1,1,1,,12,4,11,1,0,0,0,1,0,0,,0,5,24,2,8.5,17,4
Hylomyscus kerbispeterhansi,Hylomyscus,Muridae,Rodentia,"Demos, Agwanda, & Hickerson",2013,0,3,2,,16,4,14,1,0,1,0,1,0,1,mtDNA,1,68,7,2,10.4,22,6
Plecturocebus miltoni,Plecturocebus,Pitheciidae,Primates,"(Dalponte, F. E. Silva, & J. S. Silva, 2014)",2014,0,3,1,3.01703333929878,20,4,26,1,0,0,0,1,0,0,,0,7,7,7,10.75,32,4
Scapteromys meridionalis,Scapteromys,Cricetidae,Rodentia,"Quintela, G. L. Gonçalves, Althoff, Sbalqueiro, L. F. Oliveira, & Freitas, 2014",2014,0,6,2,,2,5,30,1,1,1,0,1,1,1,mtDNA,1,23,2,2,13,41,8
Scotophilus andrewreborii,Scotophilus,Vespertilionidae,Chiroptera,Brooks & Bickham,2014,0,2,1,,18,5,8,1,0,0,0,1,0,0,,0,14,5,1,3.875,15,4
Scotophilus ejetai,Scotophilus,Vespertilionidae,Chiroptera,Brooks & Bickham,2014,0,2,1,,18,5,8,1,0,0,0,1,0,0,,0,4,5,1,3.875,15,4
Scotophilus livingstonii,Scotophilus,Vespertilionidae,Chiroptera,Brooks & Bickham,2014,0,2,1,,18,5,8,1,0,0,0,1,0,0,,0,5,5,1,3.875,15,4
Scotophilus trujilloi,Scotophilus,Vespertilionidae,Chiroptera,Brooks & Bickham,2014,0,2,1,1.29688447553855,18,5,8,1,0,0,0,1,0,0,,0,6,5,1,3.875,15,4
Sousa sahulensis,Sousa,Delphinidae,Artiodactyla,Jefferson & Rosenbaum,2014,1,2,1,,3,1,24,1,0,1,0,1,0,0,,0,88,3,3,7.875,28,5
Sturnira bakeri,Sturnira,Phyllostomidae,Chiroptera,"Velazco & B. D. Patterson, 2014",2014,0,2,1,1.2718416065365,21,4,11,1,0,0,0,1,0,0,,0,3,7,3,8.625,17,4
Sturnira burtonlimi,Sturnira,Phyllostomidae,Chiroptera,"Velazco & B. D. Patterson, 2014",2014,0,2,1,1.27875360095283,21,4,11,1,0,0,0,1,0,0,,0,3,7,6,8.625,17,4
Thyroptera wynneae,Thyroptera,Thyropteridae,Chiroptera,"Velazco, Gregorin, Voss, & Simmons, 2014",2014,0,4,2,0.544068044350276,4,6,10,1,0,0,0,1,0,0,,0,3,4,4,12.75,18,4
Tympanoctomys kirchnerorum,Tympanoctomys,Octodontidae,Rodentia,"Teta, PardiÃ±as, Sauthier, & Gallardo",2014,0,4,2,1.81291335664286,2,3,20,1,0,1,0,1,1,0,,0,10,2,4,7,27,6
Uroderma bakeri,Uroderma,Phyllostomidae,Chiroptera,Mantilla-Meluk,2014,0,1,1,,4,0,16,1,0,1,0,1,0,0,,0,12,7,7,14.75,19,4
Vampyressa elisabethae,Vampyressa,Phyllostomidae,Chiroptera,"Tavares, A. L. Gardner, RamÃ­rez-Chaves, & Velazco",2014,0,4,3,,3,7,10,1,0,1,0,1,0,0,,0,5,4,4,19.8,20,5
Waiomys mamasae,Waiomys,Muridae,Rodentia,"Rowe, Achmadi, & Esselstyn",2014,0,3,3,1.80617997398389,0,4,24,1,0,1,0,1,0,1,MultiLoci,5,1,11,9,13.9,36,6
Akodon josemariarguedasi,Akodon,Cricetidae,Rodentia,"JimÃ©nez, Pacheco, & Vivas",2013,1,3,1,,38,3,19,1,0,1,0,1,1,0,,0,70,5,5,10.7,26,6
Antechinus argentus,Antechinus,Dasyuridae,Dasyuromorphia,"A. M. Baker, Mutton, & Hines, 2013",2013,0,3,1,,12,4,30,1,0,1,0,1,0,0,,0,8,1,13,28.25,37,5
Bassaricyon neblina,Bassaricyon,Procyonidae,Carnivora,"K. M. Helgen, C. M. Pinto, Kays, L. E. Helgen, Tsuchiya, Quinn, D. E. Wilson, & Maldonado, 2013",2013,1,8,3,,3,5,26,1,0,1,0,1,1,1,MultiLoci,2,22,4,4,12,37,7
Biswamoyopterus laoensis,Biswamoyopterus,Sciuridae,Rodentia,"Sanamxay, Douangboubpha, Bumrungsri, Xayavong, Xayaphet, Satasook, & P. J. J. Bates",2013,0,7,3,3.25527250510331,1,3,24,1,0,1,0,1,0,0,,0,1,1,19,7.2,30,5
Caenolestes sangay,Caenolestes,Caenolestidae,Paucituberculata,"Ojala-Barbour, C. M. Pinto, Brito, Albuja, T. E. Lee, & B. D. Patterson, 2013",2013,0,6,2,,4,5,21,1,1,0,0,1,0,1,mtDNA,2,10,10,5,9.75,31,6
Cheirogaleus lavasoensis,Cheirogaleus,Cheirogaleidae,Primates,"Thiele, Razafimahatratra, & Hapke",2013,0,3,2,2.47275644931721,6,7,0,0,0,0,0,1,0,1,MultiLoci,4,17,3,5,,12,3
Coendou baturitensis,Coendou,Erethizontidae,Rodentia,"Feijó & Langguth, 2013",2013,0,2,1,3.5910646070265,15,5,21,1,0,1,0,1,0,0,,0,4,39,3,3.1,29,5
Coendou speratus,Coendou,Erethizontidae,Rodentia,"Pontes, Gadelha, Melo, de Sá, Loss, Caldara Junior, L. P. Costa, & Leite, 2013",2013,0,8,1,3.20411998265592,15,4,21,1,0,1,0,1,0,1,mtDNA,1,6,2,2,13.5,29,6
Crocidura gathornei,Crocidura,Soricidae,Eulipotyphla,Jenkins,2013,0,1,1,,188,2,5,1,0,1,0,1,0,0,,0,5,3,2,9.7,10,5
Crocidura lwiroensis,Crocidura,Soricidae,Eulipotyphla,"Kerbis Peterhans & Hutterer in Kerbis Peterhans, Huhndorf, Plumptre, Hutterer, Kaleme, & Ndara",2013,0,2,4,0.7481880270062,188,3,10,1,0,1,0,1,0,0,,0,1,16,7,13.4,16,5
Crocidura sapaensis,Crocidura,Soricidae,Eulipotyphla,"Jenkins, Abramov, Bannikova, & Rozhnov",2013,0,4,2,,188,2,6,1,0,1,0,1,0,0,,0,14,4,6,10.3,11,5
Cryptotis venezuelensis,Cryptotis,Soricidae,Eulipotyphla,Quiroga-Carmona,2013,0,1,1,0.954242509439325,39,4,21,1,0,1,0,1,0,0,,0,3,3,4,7.9,28,5
Dasyprocta iacki,Dasyprocta,Dasyproctidae,Rodentia,"Feijó & Langguth, 2013",2013,0,2,1,,12,5,21,1,0,1,0,1,1,0,,0,3,39,4,3.1,30,6
Eligmodontia dunaris,Eligmodontia,Cricetidae,Rodentia,"Spotorno, Zuleta, L. I. Walker, Manriquez, Valladares, & Marin",2013,0,6,1,1.19033169817029,6,3,7,1,0,1,0,1,1,1,mtDNA,1,27,2,2,8.56,15,7
Fukomys vandewoestijneae,Fukomys,Bathyergidae,Rodentia,"Van Daele, BlondÃ©, Stjernstedt, & Adriaens",2013,0,4,1,,13,4,28,1,0,1,0,1,0,0,,0,33,3,2,9.7,35,5
Halmaheramys bokimekot,Halmaheramys,Muridae,Rodentia,"P.-H. Fabre, PagÃ¨s, Musser, Fitriana, FjeldsÃ¥, Jennings, JÃ¸nsson, Kennedy, Michaux, Semiadi, & Supriatna",2013,0,11,5,1.99563519459755,0,3,18,1,0,1,0,1,0,1,MultiLoci,3,6,6,7,32.4,27,6
Holochilus lagigliai,Holochilus,Cricetidae,Rodentia,"PardiÃ±as, Teta, Voglino, & FernÃ¡ndez",2013,0,4,1,,5,2,27,1,0,1,0,1,0,0,,0,1,6,7,3.45,32,5
Lonchophylla peracchii,Lonchophylla,Phyllostomidae,Chiroptera,"Dias, Esbérard, & Moratelli, 2013",2013,0,3,2,,11,1,12,1,0,0,0,1,0,0,,0,71,3,14,10,15,4
Marmosops pakaraimae,Marmosops,Didelphidae,Didelphimorphia,"Voss, B. K. Lim, DÃ­az-Nieto, & Jansa",2013,0,4,2,1.46239799789896,15,5,13,1,0,1,0,1,0,1,mtDNA,1,8,2,2,15.25,22,6
Microcebus marohita,Microcebus,Cheirogaleidae,Primates,"Rasoloarison, Weisrock, Yoder, Rakotondravony, & Kappeler, 2013",2013,0,5,3,1.94939000664491,20,5,9,1,0,0,0,1,0,1,MultiLoci,6,3,1,5,4.5,22,5
Microcebus tanosi,Microcebus,Cheirogaleidae,Primates,"Rasoloarison, Weisrock, Yoder, Rakotondravony, & Kappeler, 2013",2013,0,5,3,1.69019608002851,20,5,9,1,0,0,0,1,0,1,MultiLoci,6,10,1,5,5.5,22,5
Micronycteris yatesi,Micronycteris,Phyllostomidae,Chiroptera,Siles & Brooks,2013,0,2,1,,10,9,9,1,0,1,0,1,0,1,mtDNA,1,3,10,10,8.1,22,6
Miniopterus mossambicus,Miniopterus,Miniopteridae,Chiroptera,"Monadjem, Goodman, Stanley, & Appleton",2013,0,4,4,0.826074802700827,35,4,15,1,0,1,0,1,0,1,mtDNA,1,2,4,13,14.9,23,6
Murina balaensis,Murina,Vespertilionidae,Chiroptera,"Soisook, Karapan, Satasook, & P. J. J. Bates",2013,0,4,6,0.602059991327962,33,10,18,1,0,1,0,1,0,1,mtDNA,1,2,1,3,9.6,32,6
Murina guilleni,Murina,Vespertilionidae,Chiroptera,"Soisook, Karapan, Satasook, Vu Dinh Thong, Anwarali Khan, Maryanto, Csorba, Furey, Aul, & P. J. J. Bates",2013,1,10,9,0.903089986991944,33,11,18,1,0,1,0,1,0,1,"DNABarcode, mtDNA",1,9,4,3,11.3,33,6
Myosorex kabogoensis,Myosorex,Soricidae,Eulipotyphla,"Kerbis Peterhans & Hutterer in Kerbis Peterhans, Huhndorf, Plumptre, Hutterer, Kaleme, & Ndara",2013,0,2,5,1.07918124604762,18,3,10,1,0,1,0,1,0,0,,0,1,16,18,13.5,16,5
Myosorex meesteri,Myosorex,Soricidae,Eulipotyphla,"P. J. Taylor, Kearney, Kerbis Peterhans, Baxter, & Willows-Munro",2013,1,5,2,1.07918124604762,18,3,17,1,0,1,0,1,0,1,MultiLoci,2,6,5,0,19,25,6
Myotis annatessae,Myotis,Vespertilionidae,Chiroptera,Kruskop & Borisenko,2013,0,2,2,,121,8,19,1,0,1,0,1,0,1,"DNABarcode, mtDNA",1,12,10,13,7.85,31,6
Myotis handleyi,Myotis,Vespertilionidae,Chiroptera,"Moratelli, A. L. Gardner, J. A. Oliveira, & D. E. Wilson",2013,0,4,2,,121,2,16,1,0,1,0,1,0,0,,0,27,8,16,27.4,21,5
Myotis indochinensis,Myotis,Vespertilionidae,Chiroptera,"Nguyen Truong Son, GÃ¶rfÃ¶l, Francis, Motokawa, EstÃ³k, Endo, Thong Dinh Vu, Nguyen Xuan Dang, Oshida, & Csorba",2013,0,10,4,1.11394335230684,121,3,15,1,0,1,0,1,0,0,,0,18,27,34,6.25,21,5
Nycticebus kayan,Nycticebus,Lorisidae,Primates,"Munds, Nekaris, & Ford, 2013",2013,1,3,2,,7,1,0,0,0,1,0,1,0,0,,0,2,3,3,4.75,3,3
Petaurista siangensis,Petaurista,Sciuridae,Rodentia,Choudhury,2013,0,1,1,,18,2,0,0,0,0,0,1,0,0,,0,1,,0,1.05,3,2
Pseudoromicia roseveari,Pseudoromicia,Vespertilionidae,Chiroptera,"Monadjem, L. R. Richards, P. J. Taylor, & Stoffberg",2013,0,4,2,0.799340549453582,3,4,13,1,0,1,0,1,0,1,mtDNA,1,2,14,3,12.8,21,6
Rhinolophus belligerator,Rhinolophus,Rhinolophidae,Chiroptera,"Patrick, McCulloch, & Ruedas",2013,0,3,1,,102,17,18,1,0,1,0,1,0,0,,0,,,,11.75,38,5
Rhinolophus willardi,Rhinolophus,Rhinolophidae,Chiroptera,"Kerbis Peterhans & Fahr in Kerbis Peterhans, Fahr, Huhndorf, Kaleme, Plumptre, Marks, & Kizunga",2013,0,2,4,,102,3,44,1,0,1,0,1,0,0,,0,4,3,4,9.75,50,5
Sciurocheirus makandensis,Sciurocheirus,Galagidae,Primates,"Ambrose, 2013",2013,,1,,,2,,,,,,,,,,,,,,,,,
Scutisorex thori,Scutisorex,Soricidae,Eulipotyphla,"Stanley, Malekani, & Gambalemoke in Stanley, Robbins, Malekani, Mbalitini, Migurimu, Mukinzi, Helsulmans, PrÃ©vot, E. Verheyen, Hutterer, Doty, Monroe, Nakazawa, Braden, Carroll, Kerbis Peterhans, J. M. Bates, & Esselstyn",2013,0,3,4,1.69019608002851,1,0,13,1,0,1,0,1,0,0,,0,1,1,1,2.25,16,4
Thomomys nayarensis,Thomomys,Geomyidae,Rodentia,"Mathis, M. S. Hafner, D. J. Hafner, & Demastes",2013,0,4,1,,11,0,0,0,0,1,0,1,1,1,MultiLoci,8,12,7,3,6.45,11,4
Uropsilus aequodonenia,Uropsilus,Talpidae,Eulipotyphla,"Liu Yang, Liu Shaoying, Sun Zhiyu, Guo Peng, Fan Zhenxin, & Murphy",2013,0,6,,1.04139268515823,6,0,0,1,0,1,0,1,0,0,,0,,,,,3,3
Antechinus mysticus,Antechinus,Dasyuridae,Dasyuromorphia,"A. M. Baker, Mutton, & Van Dyck, 2012",2012,0,3,1,,11,4,30,1,0,1,0,1,0,0,,0,34,2,12,30.5,37,5
Archboldomys maximus,Archboldomys,Muridae,Rodentia,"Balete, Rickart, Heaney, Alviola, P. A. Duya, M. V. Duya, Sosa, & Jansa, 2012",2012,0,8,2,1.65801139665711,1,6,18,1,0,0,0,1,0,1,MultiLoci,2,13,5,1,9.85,28,5
Cercopithecus lomamiensis,Cercopithecus,Cercopithecidae,Primates,"J. A. Hart, Detwiler, Gilbert, Burrell, Fuller, Emetshu, Hart, Vosper, Sargis, & Tosi, 2012",2012,0,10,3,0.602059991327962,18,4,15,1,0,1,0,1,0,1,nucDNA,2,7,1,1,11.75,24,6
Coleura kibomalandy,Coleura,Emballonuridae,Chiroptera,"Goodman, Puechmaille, Friedli-Weyeneth, Gerlach, Ruedi, Schoeman, Stanley, & Teeling",2012,0,8,5,1.06069784035361,3,4,9,1,0,1,0,1,0,1,mtDNA,1,4,4,4,9.05,17,6
Cryptotis aroensis,Cryptotis,Soricidae,Eulipotyphla,Quiroga-Carmona & Molinari,2012,0,2,1,,38,3,21,1,0,1,0,1,0,0,,0,3,4,10,13.25,27,5
Ctenomys ibicuiensis,Ctenomys,Ctenomyidae,Rodentia,"Freitas, Fernandes, Fornel, & Roratto, 2012",2012,0,4,1,2.30102999566398,58,4,17,1,0,0,0,0,1,1,mtDNA,1,16,6,9,3.5,24,5
Dendromus lachaisei,Dendromus,Nesomyidae,Rodentia,Denys & Aniskine,2012,0,2,2,,13,3,11,1,0,1,0,1,1,0,,0,20,15,6,9.7,18,6
Dryadonycteris capixaba,Dryadonycteris,Phyllostomidae,Chiroptera,"Nogueira, I. P. Lima, Peracchi, & Simmons, 2012",2012,0,4,2,0.698970004336019,0,7,14,1,0,0,0,1,0,0,,0,4,11,7,21,23,4
Euroscaptor subanura,Euroscaptor,Talpidae,Eulipotyphla,"Kawada, Nguyen Truong Son, & Dang Ngoc Can",2012,0,3,2,1.65321251377534,6,5,15,1,0,1,0,1,1,0,,0,6,7,7,9.65,24,6
Hipposideros griffini,Hipposideros,Hipposideridae,Chiroptera,"Vu Dinh Thong, Puechmaille, Denzinger, Dietz, Csorba, P. J. J. Bates, Teeling, & Schnitzler",2012,0,8,5,1.64345267648619,65,4,12,1,0,1,0,1,0,1,mtDNA,2,11,7,7,5.95,21,6
Laephotis robertsi,Laephotis,Vespertilionidae,Chiroptera,"Goodman, P. J. Taylor, Ratrimomanarivo, & Hoofer",2012,1,4,3,0.826074802700827,6,4,12,1,0,1,0,1,0,1,mtDNA,2,3,5,3,17.75,21,6
Lophostoma kalkoae,Lophostoma,Phyllostomidae,Chiroptera,Velazco & A. L. Gardner,2012,0,2,1,,7,8,16,1,0,1,0,1,0,0,,0,2,7,7,3.95,27,5
Margaretamys christinae,Margaretamys,Muridae,Rodentia,"Mortelliti, Castiglia, Amori, Maryanto, & Musser",2012,0,5,3,1.69019608002851,3,3,18,1,0,1,0,1,0,0,,0,1,3,3,28.3,24,5
Maxomys tajuddinii,Maxomys,Muridae,Rodentia,"Achmadi, Maryanto, & Maharadatunkamsi",2012,0,3,2,1.92941892571429,17,3,24,1,0,1,0,1,0,0,,0,21,3,1,13.9,30,5
Megaloglossus azagnyi,Megaloglossus,Pteropodidae,Chiroptera,"Nesi, Kadjo, & Hassanin in Nesi, Kadjo, Pourrut, Leroy, Shongo, Cruaud, & Hassanin",2012,0,3,4,1.14612803567824,1,1,11,1,0,1,0,1,0,1,MultiLoci,9,17,3,0,3.75,24,6
Megalomys georginae,Megalomys,Cricetidae,Rodentia,"Turvey, Brace, & Weksler",2012,0,3,3,2.00432137378264,2,1,10,1,0,1,0,1,0,1,MultiLoci,3,23,7,6,3.05,17,6
Microcebus gerpi,Microcebus,Cheirogaleidae,Primates,"Radespiel, Ratsimbazafy, Rasoloharijaona, Raveloson, Andriaholinirina, Rakotondravony, Randrianarison, & Randrianambinina, 2012",2012,0,8,2,1.83250891270624,18,12,0,0,0,0,0,1,0,1,mtDNA,3,7,,10,5.25,16,3
Monodelphis arlindoi,Monodelphis,Didelphidae,Didelphimorphia,"S. E. Pavan, R. V. Rossi, & Schneider, 2012",2012,0,3,1,,20,5,31,1,0,0,0,1,0,1,mtDNA,2,73,7,4,2.65,40,5
Monodelphis gardneri,Monodelphis,Didelphidae,Didelphimorphia,"Solari, Pacheco, Vivar, & L. H. Emmons, 2012",2012,0,4,3,1.01072386539177,20,5,6,1,0,0,0,1,0,1,mtDNA,1,8,3,5,7.25,14,5
Monodelphis sanctaerosae,Monodelphis,Didelphidae,Didelphimorphia,"Voss, Pine, & Solari, 2012",2012,0,3,2,1.36172783601759,20,5,10,1,0,0,0,1,0,1,mtDNA,1,1,2,12,7.25,18,5
Murina annamitica,Murina,Vespertilionidae,Chiroptera,"Francis & Eger, 2012",2012,1,2,1,0.903089986991944,31,2,8,1,0,0,0,1,0,1,DNABarcode,0,9,7,6,2.375,12,5
Murina fionae,Murina,Vespertilionidae,Chiroptera,"Francis & Eger, 2012",2012,1,2,1,1.09691001300806,31,2,8,1,0,0,0,1,0,1,DNABarcode,0,3,7,4,2.375,12,5
Murina jaintiana,Murina,Vespertilionidae,Chiroptera,"Ruedi, Biswas, & Csorba, 2012",2012,0,3,3,,31,7,12,1,0,0,0,1,0,1,MultiLoci,2,9,12,4,10,23,5
Murina pluvialis,Murina,Vespertilionidae,Chiroptera,"Ruedi, Biswas, & Csorba, 2012",2012,0,3,3,,31,7,12,1,0,0,0,1,0,1,MultiLoci,2,1,12,8,10,23,5
Myotis hyrcanicus,Myotis,Vespertilionidae,Chiroptera,"Benda, Reiter, & Vallo in Benda, FaizolÃ¢hi, Andreas, Obuch, Reiter, Å evÄÃ­k, Uhrin, Vallo, & Ashrafi",2012,,3,3,,118,6,41,1,0,1,0,1,0,1,mtDNA,1,1,13,1,,51,6
Neodon linzhiensis,Neodon,Cricetidae,Rodentia,"Liu Shaoying, Sun Zhiyu, Liu Yang, Wang Hao, Guo Peng, & Murphy",2012,,6,,,6,,,,,,,,,,,,,,,,,
Paucidentomys vermidax,Paucidentomys,Muridae,Rodentia,"Esselstyn, Achmadi, & Rowe",2012,,3,3,2.03342375548695,0,0,0,0,0,1,0,0,0,0,,0,2,1,5,1,1,1
Plecturocebus vieirai,Plecturocebus,Pitheciidae,Primates,"(Gualda-Barros, Nascimento, & Amaral, 2012)",2012,0,3,1,2.98000337158375,19,6,19,1,0,0,0,1,0,0,,0,4,6,13,14.75,27,4
Rhinolophus cohenae,Rhinolophus,Rhinolophidae,Chiroptera,"P. J. Taylor, Stoffberg, Monadjem, Schoeman, Bayliss, & Cotterill, 2012",2012,0,6,4,,,1,13,1,0,0,0,1,0,1,mtDNA,1,13,5,1,3.6,17,5
Rhinolophus horaceki,Rhinolophus,Rhinolophidae,Chiroptera,Benda & Vallo,2012,0,2,2,,100,3,38,1,0,1,0,1,0,1,mtDNA,1,5,7,0,11.25,45,6
Rhinolophus mabuensis,Rhinolophus,Rhinolophidae,Chiroptera,"P. J. Taylor, Stoffberg, Monadjem, Schoeman, Bayliss, & Cotterill, 2012",2012,0,6,4,,,1,13,1,0,0,0,1,0,1,mtDNA,1,2,5,1,3.6,17,5
Rhinolophus mossambicus,Rhinolophus,Rhinolophidae,Chiroptera,"P. J. Taylor, Stoffberg, Monadjem, Schoeman, Bayliss, & Cotterill, 2012",2012,0,6,4,,100,1,13,1,0,0,0,1,0,1,mtDNA,1,28,5,5,3.6,17,5
Rhinolophus smithersi,Rhinolophus,Rhinolophidae,Chiroptera,"P. J. Taylor, Stoffberg, Monadjem, Schoeman, Bayliss, & Cotterill, 2012",2012,0,6,4,,,1,13,1,0,0,0,1,0,1,mtDNA,1,7,5,5,3.6,17,5
